ClusterID,ClusterGrp,Category,Manufacturer,Cond,YrEst,AgeCond,Length,LenCond,Width,WidCond,Material,Price,ValCond,Currency,Country,StRegion,Location,#Views,VisCond
0,pink,Motor Yacht,Bayliner Power Boats,"Used Boat, Unleaded",1992.0,Old,7.7,Medium,2.46,Narrow,Plastic,14900,Low-value product,CHF,Switzerland,Le Landeron ,,3263,High Views
0,pink,Hardtop,Princess Power Boats,"Used Boat, Diesel",1979.0,Old,11.12,Medium,3.88,Medium,GRP,35000,Low-value product,CHF,Switzerland,Neuenburgersee,Hauterive,2432,High Views
0,pink,Bowrider,Windy Power Boats,"Used Boat, Diesel",2002.0,Mid,12.35,Medium,3.48,Medium,GRP,125900,Mid-value product,CHF,Switzerland,Lago Maggiore,6600 Locarno ,2261,High Views
0,pink,Hardtop,Pershing Power Boats,"Used Boat, Diesel",2009.0,Mid,20.3,Long,5.2,Wide,GRP,949000,High-value product,EUR,Germany,Baltic Sea,Neustadt In Holstein,2154,High Views
0,pink,Sport Boat,Sea Ray Power Boats,"Used Boat, Unleaded",1993.0,Old,6.14,Short,2.34,Narrow,Plastic,19900,Low-value product,CHF,Switzerland,Murtensee,Avenches,2026,High Views
0,pink,Cabin Boat,Viper Power Boats,"Used Boat, Unleaded",2014.0,New,6.65,Short,2.3,Narrow,GRP,48500,Mid-value product,CHF,Switzerland,Horn ,,1970,High Views
0,pink,,Tullio Abbate Power Boats,"Used Boat, Unleaded",1980.0,Old,6.0,Short,2.1,Narrow,GRP,4999,Low-value product,CHF,Switzerland,Lake Of Zurich,Rafz,1917,High Views
0,pink,Sport Boat,Correct Craft Power Boats,"Used Boat, Unleaded",2005.0,Mid,6.4,Short,2.31,Narrow,GRP,36000,Low-value product,CHF,Switzerland,Lago Maggiore,Ticino,1834,High Views
0,pink,Sport Boat,Baha Power Boats,"Used Boat, Unleaded",1995.0,Old,6.8,Short,2.38,Narrow,GRP,6500,Low-value product,CHF,Switzerland,Thun,,1831,High Views
0,pink,Cabin Boat,Draco Power Boats,"Used Boat, Unleaded",1980.0,Old,6.2,Short,2.45,Narrow,GRP,3800,Low-value product,CHF,Switzerland,Walensee,Walenstadt,1804,High Views
0,pink,Motor Yacht,Bénéteau Power Boats,"Used Boat, Diesel",2016.0,New,13.15,Medium,3.96,Medium,GRP,350000,High-value product,CHF,Switzerland,Lake Geneva,Vevey ,1780,High Views
0,pink,Sport Boat,Bavaria Power Boats,"New Boat From Stock, Unleaded",2020.0,New,9.31,Medium,2.99,Medium,GRP,159359,Mid-value product,CHF,Switzerland,Lake Constance,Romanshorn,1710,High Views
0,pink,Hardtop,Bénéteau Power Boats,"Display Model, Diesel",2019.0,New,3.35,Short,9.95,Wide,GRP,209000,Mid-value product,EUR,Germany,Baden-Württemberg,Mannheim ,1700,High Views
0,pink,Motor Yacht,De Boarnstream Power Boats,"Used Boat, Diesel",2006.0,Mid,10.7,Medium,3.65,Medium,Steel,139000,Mid-value product,EUR,Germany,Mosel,Rheinland Pfalz,1621,High Views
0,pink,Hardtop,Princess Power Boats,"Used Boat, Diesel",2010.0,New,13.86,Medium,3.98,Medium,GRP,339000,High-value product,EUR,Croatia,Krk,,1461,High Views
0,pink,,,"Used Boat, Diesel",1977.0,Old,11.7,Medium,3.25,Medium,Steel,65000,Mid-value product,CHF,Switzerland,Neuenburgersee,Chevroux ,1449,High Views
0,pink,Fishing Boat,Smartliner Power Boats,New Boat On Order,2020.0,New,6.28,Short,2.24,Narrow,GRP,26800,Low-value product,CHF,Switzerland,Lake Geneva,Romanel,1430,High Views
0,pink,Cabin Boat,Stama Power Boats,"Used Boat, Diesel",2009.0,Mid,12.0,Medium,3.6,Medium,Plastic,119000,Mid-value product,CHF,Switzerland,Murtensee,Vallamand,1414,High Views
0,pink,Cabin Boat,Fairline Power Boats,"Used Boat, Unleaded",1990.0,Old,10.04,Medium,3.42,Medium,GRP,55000,Mid-value product,CHF,Switzerland,Altendorf,,1386,High Views
0,pink,Sport Boat,Viper Power Boats,"Used Boat, Unleaded",2007.0,Mid,7.25,Short,2.57,Medium,GRP,37000,Low-value product,EUR,Germany,Berlin,Werder-Havel,1351,High Views
0,pink,Motor Yacht,Windy Power Boats,"Used Boat, Unleaded",1994.0,Old,9.9,Medium,3.45,Medium,GRP,95000,Mid-value product,CHF,Switzerland,Solothurn ,,1319,High Views
0,pink,Cabin Boat,Princess Power Boats,Used Boat,1974.0,Old,7.2,Short,2.7,Medium,GRP,5000,Low-value product,CHF,Switzerland,Rhein,Möhlin,1299,High Views
0,pink,,Jeanneau Power Boats,New Boat From Stock,2020.0,New,6.19,Short,2.46,Narrow,GRP,37625,Low-value product,CHF,Switzerland,Lake Constance,Uttwil,1272,High Views
0,pink,Cabin Boat,,"Used Boat, Diesel",1936.0,Old,10.2,Medium,2.2,Narrow,Wood,60000,Mid-value product,CHF,Switzerland,Versoix ,Lake Geneva,1236,High Views
0,pink,Cabin Boat,Sunseeker Power Boats,"Used Boat, Diesel",2004.0,Mid,14.76,Long,4.2,Medium,Plastic,199999,Mid-value product,EUR,Croatia,Split ,,1230,High Views
0,pink,Sport Boat,Fiberline Power Boats,"Used Boat, Unleaded",1987.0,Old,3.95,Short,1.55,Narrow,Plastic,7200,Low-value product,CHF,Switzerland,Lake Of Zurich,Zürichsee Oder An Land Auf Trailer,1201,High Views
0,pink,Motor Yacht,Galeon Power Boats,"Used Boat, Diesel",2010.0,New,11.7,Medium,3.66,Medium,GRP,220000,Mid-value product,EUR,Germany,Bodensee,,1153,High Views
0,pink,Motor Yacht,Sea Ray Power Boats,"Used Boat, Unleaded",1996.0,Old,8.05,Medium,2.59,Medium,Plastic,28000,Low-value product,CHF,Switzerland,Lake Of Zurich,Zürichsee/Obersee ,1136,High Views
0,pink,Cabin Boat,Sunseeker Power Boats,"Used Boat, Diesel",1989.0,Old,9.37,Medium,3.3,Medium,GRP,37500,Low-value product,EUR,Austria,Lake Constance,Bregenz,1128,High Views
0,pink,Motor Yacht,Sunseeker Power Boats,"Used Boat, Diesel",2001.0,Mid,20.0,Long,5.0,Wide,Carbon Fiber,65000,Mid-value product,THB,Thailand,Koh Chang ,,1119,High Views
0,pink,,Nautique Power Boats,"Used Boat, Unleaded",2005.0,Mid,6.32,Short,2.36,Narrow,,56900,Mid-value product,CHF,Switzerland,Lake Of Zurich,Lachen Sz,1119,High Views
0,pink,Sport Boat,Sea Ray Power Boats,"Used Boat, Unleaded",1987.0,Old,6.3,Short,2.44,Narrow,,4900,Low-value product,CHF,Switzerland,Lago Maggiore,Riazzino,1116,High Views
0,pink,Motor Yacht,Fairline Power Boats,"Used Boat, Diesel",2006.0,Mid,15.79,Long,4.5,Wide,GRP,295000,High-value product,CHF,Switzerland,Lake Of Zurich,Schmerikon ,1107,High Views
0,pink,Motor Yacht,Fjord Power Boats,"Used Boat, Diesel",1978.0,Old,7.2,Short,2.95,Medium,GRP,12000,Low-value product,EUR,Germany,Mecklenburg-Vorpommern,Kröslin ,1101,High Views
0,pink,Sport Boat,Century Power Boats,"Used Boat, Unleaded",1994.0,Old,5.51,Short,2.21,Narrow,,10900,Low-value product,CHF,Switzerland,Bielersee,Nidau-Büren-Kanal,1057,High Views
0,pink,Cabin Boat,Storebro Power Boats,"Used Boat, Diesel",1983.0,Old,9.3,Medium,3.2,Medium,GRP,59000,Mid-value product,CHF,Switzerland,Lake Of Zurich,"Pfäffikon/Zh, Hurdnerwäldli ",1054,High Views
0,pink,,Rio Power Boats,"Used Boat, Unleaded",1996.0,Old,5.5,Short,2.0,Narrow,Plastic,7999,Low-value product,CHF,Switzerland,Selzach,,1049,High Views
0,pink,Motor Yacht,Regal Power Boats,"Used Boat, Unleaded",1989.0,Old,8.5,Medium,2.55,Medium,GRP,33000,Low-value product,CHF,Switzerland,Altenrhein,Lake Constance,1033,High Views
0,pink,,Correct Craft Power Boats,"Used Boat, Unleaded",1998.0,Old,5.9,Short,2.32,Narrow,GRP,19500,Low-value product,CHF,Switzerland,Lake Of Zurich,Altendorf Sz ,1028,High Views
0,pink,,Malibu Power Boats,"Used Boat, Unleaded",2012.0,New,7.01,Short,2.54,Medium,GRP,69000,Mid-value product,CHF,Switzerland,Zugersee,"Zug, Schweiz",1019,High Views
0,pink,Sport Boat,Stingray Power Boats,"Used Boat, Unleaded",2012.0,New,7.6,Medium,2.6,Medium,GRP,46000,Mid-value product,EUR,Germany,Lake Constance,Bodensee - Kressbronn ,1019,High Views
0,pink,Motor Yacht,,"Used Boat, Unleaded",1980.0,Old,9.7,Medium,2.7,Medium,GRP,18000,Low-value product,CHF,Switzerland,Lake Of Zurich,Oberrieden Zh,1019,High Views
0,pink,,Malibu Power Boats,"Used Boat, Unleaded",2005.0,Mid,6.85,Short,2.46,Narrow,GRP,50000,Mid-value product,CHF,Switzerland,Zürich,Wangen bei Dübendorf,1017,High Views
0,pink,Cabin Boat,Quicksilver Power Boats,"Used Boat, Diesel",2015.0,New,9.02,Medium,2.98,Medium,GRP,89900,Mid-value product,EUR,Germany,Travemünde ,,1014,High Views
1,purple,Motor Yacht,Majesty Yachts Power Boats,"New Boat From Stock, Diesel",2020.0,New,54.4,Long,9.6,Wide,,31000000,High-value product,AED,United Arab Emirates,Dubai & Vae,,1009,High Views
0,pink,Sport Boat,Fletcher Power Boats,"Used Boat, Unleaded",1975.0,Old,4.38,Short,1.7,Narrow,GRP,5250,Low-value product,CHF,Switzerland,Murtensee,Marine Solutions Ag,997,High Views
0,pink,Cabin Boat,Bavaria Power Boats,"Used Boat, Diesel",2006.0,Mid,13.4,Medium,4.28,Wide,Plastic,100000,Mid-value product,BGN,Bulgaria,Burgas,,991,High Views
0,pink,Sport Boat,Rio Power Boats,"Used Boat, Unleaded",2000.0,Mid,6.4,Short,2.34,Narrow,GRP,18000,Low-value product,CHF,Switzerland,Küssnacht am Rigi,,990,High Views
2,dark purple,Motor Yacht,Rodriguez Group (Italyachts) Power Boats,"Used Boat, Diesel",2010.0,New,41.1,Long,8.4,Wide,Aluminium,5900000,High-value product,EUR,France,Viewing by Appointment Only,,986,High Views
0,pink,Hardtop,Bella Power Boats,"Used Boat, Diesel",2002.0,Mid,6.3,Short,2.25,Narrow,Plastic,29500,Low-value product,CHF,Switzerland,Lake Of Zurich,Bäch ,973,High Views
0,pink,,Princess Power Boats,"Used Boat, Diesel",1996.0,Old,14.95,Long,4.3,Wide,GRP,825000,High-value product,DKK,Denmark,Jylland,Mitteljütland,961,High Views
0,pink,,Frauscher Power Boats,"Used Boat, Unleaded",2007.0,Mid,6.06,Short,2.2,Narrow,GRP,59000,Mid-value product,CHF,Switzerland,Lago Maggiore,Tenero,920,High Views
0,pink,,Boesch Power Boats,"Used Boat, Unleaded",1984.0,Old,5.9,Short,2.12,Narrow,Wood,79000,Mid-value product,CHF,Switzerland,Lake Geneva,Marinas Du Leman (Boesch) - Rolle ,917,High Views
0,pink,Motor Yacht,Bavaria Power Boats,"Used Boat, Unleaded",2006.0,Mid,9.3,Medium,2.98,Medium,GRP,58000,Mid-value product,CHF,Switzerland,Avenches,,917,High Views
0,pink,Sport Boat,Colombo Power Boats,"Used Boat, Unleaded",2004.0,Mid,6.94,Short,2.27,Narrow,GRP,38000,Low-value product,CHF,Switzerland,Lake Lucerne,Beckenried,915,High Views
0,pink,,Sunseeker Power Boats,"Used Boat, Diesel",2014.0,New,15.85,Long,4.7,Wide,GRP,950000,High-value product,CHF,Switzerland,Lago Maggiore,Minusio ,912,High Views
0,pink,,Malibu Power Boats,"Used Boat, Unleaded",2019.0,New,7.5,Medium,2.59,Medium,GRP,129800,Mid-value product,CHF,Switzerland,Lake Geneva,Ochy,908,High Views
0,pink,Trawler,Werner  Power Boats,"Used Boat, Diesel",1940.0,Old,12.5,Medium,2.5,Narrow,Steel,10000,Low-value product,EUR,Germany,Brandenburg An Der Havel,Zehdenick,900,High Views
0,pink,,Axis Power Boats,"Used Boat, Unleaded",2020.0,New,7.16,Short,2.59,Medium,GRP,105000,Mid-value product,CHF,Switzerland,Lake Of Zurich,Wangen Sz ,899,High Views
0,pink,Motor Yacht,Windy Power Boats,"Used Boat, Unleaded",1992.0,Old,8.6,Medium,2.8,Medium,GRP,25900,Low-value product,CHF,Switzerland,Rhein,Zuzgen,896,High Views
0,pink,Cabin Boat,Striker Power Boats,"Used Boat, Diesel",1972.0,Old,11.31,Medium,3.6,Medium,Aluminium,58000,Mid-value product,EUR,Germany,Rhein,Beinheim Frankreich,892,High Views
0,pink,Fishing Boat,The Captains Power Boats,New Boat On Order,2020.0,New,6.6,Short,1.85,Narrow,GRP,25000,Low-value product,CHF,Switzerland,Lake Constance,Romanshorn,888,High Views
0,pink,,Bluewater Yachts Power Boats,"Used Boat, Unleaded",1995.0,Old,6.14,Short,2.47,Narrow,GRP,14950,Low-value product,CHF,Switzerland,Zug,,888,High Views
0,pink,Sport Boat,Atomix Power Boats,"Used Boat, Unleaded",2012.0,New,8.2,Medium,2.36,Narrow,GRP,35900,Low-value product,CHF,Switzerland,Rhein,Zuzgen,885,High Views
0,pink,Motor Yacht,Doral Power Boats,"Used Boat, Unleaded",1995.0,Old,7.01,Short,2.59,Medium,GRP,33900,Low-value product,CHF,Switzerland,Lake Constance,Tg,885,High Views
0,pink,,Mastercraft Power Boats,Used Boat,2009.0,Mid,6.6,Short,2.54,Medium,GRP,49000,Mid-value product,CHF,Switzerland,Lake Of Zurich,Schmerikon,883,High Views
0,pink,Bowrider,Moomba Power Boats,"Used Boat, Unleaded",2011.0,New,6.25,Short,2.41,Narrow,GRP,34950,Low-value product,CHF,Switzerland,Lake Of Zurich,Horgen,879,High Views
0,pink,Motor Yacht,Riva Power Boats,"Used Boat, Unleaded",1967.0,Old,5.7,Short,2.2,Narrow,Wood,78000,Mid-value product,CHF,Switzerland,Lake Geneva,Port Privé,875,High Views
0,pink,Sport Boat,Karel Power Boats,"New Boat On Order, Unleaded",2020.0,New,4.8,Short,1.9,Narrow,GRP,9265,Low-value product,CHF,Switzerland,Lake Of Zurich,Bäch ,873,High Views
0,pink,Cabin Boat,Sessa Power Boats,"Used Boat, Diesel",2010.0,New,10.0,Medium,3.0,Medium,Plastic,80000,Mid-value product,CZK,Czech Republic,Prague,,870,High Views
0,pink,Sport Boat,Chaparral Power Boats,"Used Boat, Unleaded",1998.0,Old,7.5,Medium,2.59,Medium,GRP,38500,Low-value product,CHF,Switzerland,Bielersee,Biel ,870,High Views
0,pink,Cabin Boat,Sunseeker Power Boats,"Used Boat, Diesel",2004.0,Mid,14.76,Long,4.2,Medium,,220000,Mid-value product,EUR,France,French Riviera,Golfe Juan ,869,High Views
0,pink,,Jeanneau Power Boats,"Used Boat, Diesel",2016.0,New,19.5,Long,5.1,Wide,GRP,1020000,High-value product,EUR,Croatia,Seget,,869,High Views
0,pink,,Van De Werf Power Boats,"Used Boat, Diesel",1901.0,Old,11.0,Medium,3.0,Medium,Steel,89000,Mid-value product,EUR,Germany,Rheinland-Pfalz,Seesbach,868,High Views
0,pink,Cabin Boat,Galeon Power Boats,"Used Boat, Unleaded",2015.0,New,6.19,Short,2.48,Narrow,GRP,24500,Low-value product,CHF,Switzerland,Neuenburgersee,Gletterns ,867,High Views
0,pink,Cabin Boat,Fjord Power Boats,"Used Boat, Unleaded",1980.0,Old,7.26,Short,2.9,Medium,GRP,7000,Low-value product,CHF,Switzerland,Lake Geneva,Roche,866,High Views
0,pink,Cabin Boat,Scand Power Boats,"Used Boat, Diesel",1989.0,Old,7.8,Medium,2.85,Medium,GRP,18000,Low-value product,CHF,Switzerland,Lago Maggiore,Locarno ,866,High Views
0,pink,Cabin Boat,Sea Ray Power Boats,"Used Boat, Unleaded",1992.0,Old,7.0,Short,2.43,Narrow,GRP,23000,Low-value product,CHF,Switzerland,Lake Geneva,Lausanne,863,High Views
0,pink,Sport Boat,Regal Power Boats,"Used Boat, Unleaded",2016.0,New,6.75,Short,2.5,Narrow,GRP,63800,Mid-value product,CHF,Switzerland,Bielersee,"Le Landeron, Neuchâtel",860,High Views
0,pink,Bowrider,Glastron Power Boats,"New Boat From Stock, Unleaded",2019.0,New,5.95,Short,2.3,Narrow,GRP,45553,Mid-value product,CHF,Switzerland,Lake Constance,Uttwil,859,High Views
0,pink,Sport Boat,Sea Ray Power Boats,"Used Boat, Unleaded",2006.0,Mid,6.96,Short,2.55,Medium,GRP,29900,Low-value product,EUR,Germany,Bayern,"Straubing, Donau",851,High Views
0,pink,Fishing Boat,Hensa  Power Boats,"Used Boat, Unleaded",1974.0,Old,5.4,Short,1.67,Narrow,Plastic,3800,Low-value product,CHF,Switzerland,Sihlsee ,,849,High Views
0,pink,Motor Yacht,Nimbus Power Boats,"Used Boat, Diesel",1996.0,Old,10.0,Medium,3.3,Medium,Plastic,86000,Mid-value product,EUR,Germany,Brandenburg An Der Havel,Königs Wusterhausen,832,High Views
0,pink,Cabin Boat,Cranchi Power Boats,"Used Boat, Unleaded",1988.0,Old,9.75,Medium,2.84,Medium,GRP,16000,Low-value product,EUR,Italy,Minusio,Lago Maggiore,829,High Views
0,pink,,Malibu Power Boats,"Used Boat, Unleaded",2017.0,New,7.01,Short,2.59,Medium,,95000,Mid-value product,CHF,Switzerland,Neuenburgersee,Yvonand,826,High Views
0,pink,Sport Boat,Four Winns Power Boats,"Used Boat, Unleaded",1995.0,Old,7.0,Short,2.4,Narrow,GRP,12500,Low-value product,EUR,Netherlands,Zealand,Lage Zwaluwe ,826,High Views
0,pink,Trawler,Bayliner Power Boats,"Used Boat, Unleaded",2009.0,Mid,6.7,Short,2.44,Narrow,,29999,Low-value product,EUR,Germany,Travemünde ,,811,High Views
0,pink,,Tullio Abbate Power Boats,"Used Boat, Unleaded",1985.0,Old,10.8,Medium,2.6,Medium,GRP,49900,Mid-value product,CHF,Switzerland,Zugersee,Arth ,810,High Views
0,pink,,Linssen Power Boats,"Used Boat, Diesel",1998.0,Old,10.1,Medium,3.45,Medium,Steel,179000,Mid-value product,CHF,Switzerland,Neuenburgersee,Portalban ,806,High Views
0,pink,,Tony Giugliano Power Boats,"Used Boat, Unleaded",2011.0,New,8.25,Medium,2.56,Medium,GRP,95000,Mid-value product,EUR,Germany,Bayern,Munich,801,High Views
0,pink,Cabin Boat,Quicksilver Power Boats,"Used Boat, Unleaded",2011.0,New,8.0,Medium,2.5,Narrow,Plastic,36000,Low-value product,CHF,Switzerland,Neuenburgersee,Bevaix,799,High Views
0,pink,,Baja Power Boats,"Used Boat, Unleaded",1996.0,Old,9.1,Medium,2.5,Narrow,GRP,34200,Low-value product,CHF,Switzerland,Lake Lucerne,Stans,799,High Views
0,pink,Sport Boat,Windy Power Boats,"Used Boat, Unleaded",1988.0,Old,8.0,Medium,2.8,Medium,Plastic,12500,Low-value product,CHF,Switzerland,Lausanne,Lake Geneva,792,High Views
0,pink,,Pegiva Power Boats,"Used Boat, Diesel",2007.0,Mid,7.7,Medium,2.32,Narrow,GRP,86000,Mid-value product,CHF,Switzerland,Lake Of Zurich,Lachen ,790,High Views
0,pink,Sport Boat,Bryant Boats Power Boats,"New Boat From Stock, Unleaded",2019.0,New,7.0,Short,2.5,Narrow,GRP,125900,Mid-value product,CHF,Switzerland,Uznach ,,785,High Views
0,pink,Sport Boat,A. Mostes Power Boats,"Used Boat, Unleaded",1991.0,Old,7.15,Short,2.36,Narrow,GRP,10000,Low-value product,EUR,Italy,Lombardy,Campione D'Italia ,783,High Views
0,pink,Cabin Boat,Ockelbo Power Boats,"Used Boat, Unleaded",1963.0,Old,5.6,Short,2.1,Narrow,GRP,8000,Low-value product,CHF,Switzerland,Walensee,Niederurnen,781,High Views
0,pink,,Nautique Power Boats,"Used Boat, Unleaded",2017.0,New,7.7,Medium,2.59,Medium,GRP,136000,Mid-value product,CHF,Switzerland,Schmerikon,,780,High Views
0,pink,Cabin Boat,Sea Ray Power Boats,Used Boat,1996.0,Old,8.95,Medium,2.59,Medium,GRP,19500,Low-value product,EUR,Germany,Steinwiesen,,778,High Views
0,pink,Center Console Boat,Quicksilver Power Boats,"Used Boat, Unleaded",2013.0,New,5.75,Short,2.34,Narrow,Plastic,29000,Low-value product,CHF,Switzerland,Lake Geneva,Versoix ,773,High Views
0,pink,Sport Boat,Windy Power Boats,"Used Boat, Unleaded",1997.0,Old,7.85,Medium,2.54,Medium,GRP,25000,Low-value product,CHF,Switzerland,Altendorf,,771,High Views
0,pink,,Draco Power Boats,"Used Boat, Unleaded",1992.0,Old,6.77,Short,2.28,Narrow,,14500,Low-value product,CHF,Switzerland,Luganersee,Barbengo,760,High Views
0,pink,,Fairline Power Boats,"Used Boat, Diesel",1994.0,Old,9.9,Medium,3.5,Medium,GRP,25000,Low-value product,EUR,Italy,Sardinia,La Maddalena,746,High Views
0,pink,,Meier Power Boats,"Used Boat, Unleaded",1958.0,Old,4.6,Short,1.84,Narrow,Plastic,11500,Low-value product,CHF,Switzerland,Andelfingen,Lake Constance,746,High Views
0,pink,Motor Yacht,Bavaria Power Boats,"Used Boat, Unleaded",2015.0,New,9.31,Medium,2.99,Medium,GRP,65000,Mid-value product,EUR,Spain,Mallorca,Puerto Portals,744,High Views
0,pink,Motor Yacht,Bayliner Power Boats,"Used Boat, Diesel",1993.0,Old,14.85,Long,4.38,Wide,GRP,195000,Mid-value product,CHF,Switzerland,Lake Of Zurich,Nuolen ,744,High Views
0,pink,Motor Yacht,Azimut Power Boats,"Used Boat, Diesel",1991.0,Old,30.0,Long,6.2,Wide,GRP,900000,High-value product,EUR,France,French Riviera,Fréjus ,743,High Views
0,pink,Motor Yacht,Riva Power Boats,"Used Boat, Diesel",2016.0,New,19.65,Long,4.8,Wide,GRP,1499000,High-value product,EUR,Spain,Mallorca,Mallorca - Puerto Portals,742,High Views
0,pink,Motor Yacht,Jeanneau Power Boats,"Used Boat, Diesel",2011.0,New,10.85,Medium,3.73,Medium,GRP,149000,Mid-value product,CHF,Switzerland,Lake Of Zurich,Jona ,742,High Views
0,pink,Deck Boat,,"Used Boat, Unleaded",1998.0,Old,7.9,Medium,2.5,Narrow,Aluminium,8500,Low-value product,EUR,Germany,Mosel,Zell (Mosel) ,738,High Views
0,pink,,Mastercraft Power Boats,"Used Boat, Unleaded",2015.0,New,6.93,Short,2.59,Medium,GRP,89000,Mid-value product,CHF,Switzerland,Geneva,Lake Geneva,728,High Views
0,pink,Cabin Boat,Windy Power Boats,"Used Boat, Unleaded",1985.0,Old,7.45,Short,2.72,Medium,GRP,14000,Low-value product,CHF,Switzerland,Neuenburgersee,Cevroux ,713,High Views
0,pink,,Mastercraft Power Boats,"Used Boat, Unleaded",2012.0,New,6.1,Short,2.59,Medium,GRP,63800,Mid-value product,CHF,Switzerland,Lake Of Zurich,Bäch,712,High Views
0,pink,Motor Yacht,Glastron Power Boats,"Used Boat, Unleaded",2016.0,New,7.67,Medium,2.55,Medium,GRP,95500,Mid-value product,CHF,Switzerland,Lake Constance,Romanshorn ,711,High Views
0,pink,Bowrider,Larson Power Boats,"Used Boat, Unleaded",1998.0,Old,6.07,Short,2.47,Narrow,GRP,19000,Low-value product,CHF,Switzerland,Lake Geneva,Port De Founex,709,High Views
0,pink,Cabin Boat,Rinker Power Boats,"Used Boat, Unleaded",2008.0,Mid,7.47,Medium,2.59,Medium,GRP,56500,Mid-value product,CHF,Switzerland,Lake Geneva,Morges,708,High Views
0,pink,Cabin Boat,,"Used Boat, Diesel",1985.0,Old,6.9,Short,2.55,Medium,GRP,15000,Low-value product,CHF,Switzerland,Lake Constance,Landschlacht,708,High Views
0,pink,Motor Yacht,Sunseeker Power Boats,Used Boat,1990.0,Old,9.42,Medium,3.3,Medium,GRP,35000,Low-value product,CHF,Switzerland,Ermatingen,,706,High Views
0,pink,Motor Yacht,Bayliner Power Boats,"Used Boat, Diesel",1999.0,Old,10.2,Medium,3.41,Medium,GRP,43000,Low-value product,EUR,Croatia,Porec,,704,High Views
0,pink,,Bayliner Power Boats,"Used Boat, Unleaded",1995.0,Old,6.25,Short,2.29,Narrow,GRP,9900,Low-value product,EUR,Portugal,Santarém,Castelo De Bode ,700,High Views
2,dark purple,Motor Yacht,Princess Power Boats,"Used Boat, Diesel",2018.0,New,26.9,Long,6.3,Wide,GRP,4850000,High-value product,EUR,Italy,Sardinia,Sardinia,695,High Views
0,pink,,Malibu Power Boats,"Used Boat, Unleaded",2007.0,Mid,7.49,Medium,2.59,Medium,GRP,59000,Mid-value product,CHF,Switzerland,Lake Of Zurich,Wangen Sz,691,High Views
0,pink,,Pavati Power Boats,"Display Model, Unleaded",2019.0,New,7.52,Medium,2.56,Medium,Aluminium,285000,High-value product,CHF,Switzerland,Lake Geneva,Aclens,690,High Views
0,pink,Sport Boat,Sunbird Power Boats,"Used Boat, Unleaded",1990.0,Old,6.5,Short,2.45,Narrow,Plastic,18900,Low-value product,CHF,Switzerland,Lake Constance,Ermatingen,686,High Views
0,pink,Sport Boat,Scarani Power Boats,"Used Boat, Unleaded",2015.0,New,6.9,Short,2.42,Narrow,GRP,44000,Mid-value product,CHF,Switzerland,Lake Constance,Altnau,686,High Views
0,pink,Motor Yacht,Sunseeker Power Boats,"Used Boat, Diesel",1993.0,Old,12.8,Medium,4.0,Medium,GRP,65000,Mid-value product,EUR,Croatia,Krk,,685,High Views
0,pink,Cabin Boat,Bella Power Boats,"Used Boat, Unleaded",2004.0,Mid,5.62,Short,2.08,Narrow,GRP,25900,Low-value product,CHF,Switzerland,Thunersee,Thunerseeregion,684,High Views
0,pink,Motor Yacht,,"Used Boat, Diesel",2020.0,New,11.8,Medium,3.25,Medium,Plastic,38000,Low-value product,EUR,Croatia,Split,,683,High Views
0,pink,,Glastron Power Boats,"Used Boat, Unleaded",1976.0,Old,7.0,Short,2.2,Narrow,GRP,7400,Low-value product,EUR,Germany,Rheinfelden,,683,High Views
0,pink,Sport Boat,Regal Power Boats,"Used Boat, Unleaded",1996.0,Old,6.06,Short,2.5,Narrow,GRP,14900,Low-value product,CHF,Switzerland,Lyssach,,682,High Views
0,pink,Motor Yacht,Sea Ray Power Boats,"Used Boat, Unleaded",1996.0,Old,7.0,Short,2.43,Narrow,GRP,29800,Low-value product,CHF,Switzerland,Neuenburgersee,Chevroux ,678,High Views
0,pink,Cabin Boat,Crownline Power Boats,"Used Boat, Unleaded",1995.0,Old,8.13,Medium,2.5,Narrow,GRP,30000,Low-value product,EUR,Germany,Lake Constance,Konstanz,677,High Views
0,pink,Motor Yacht,Diano Power Boats,Used Boat,2003.0,Mid,23.9,Long,6.1,Wide,Wood,60000,Mid-value product,EUR,Italy,Geneva,,677,High Views
0,pink,Trawler,,"Used Boat, Diesel",1930.0,Old,9.8,Medium,2.55,Medium,Steel,9800,Low-value product,EUR,Austria,Donau,Linz,673,High Views
0,pink,Sport Boat,Cobalt Power Boats,"Used Boat, Unleaded",2007.0,Mid,8.13,Medium,2.59,Medium,GRP,62000,Mid-value product,CHF,Switzerland,Lake Constance,Gottlieben,672,High Views
0,pink,Motor Yacht,Larson Power Boats,"Used Boat, Unleaded",2013.0,New,8.57,Medium,2.68,Medium,GRP,69000,Mid-value product,CHF,Switzerland,,,665,High Views
0,pink,Deck Boat,Sacs Power Boats,"Used Boat, Diesel",2005.0,Mid,7.8,Medium,3.0,Medium,,40000,Low-value product,CZK,Czech Republic,Prague,,665,High Views
0,pink,Sport Boat,Performance Power Boats,"Used Boat, Unleaded",1991.0,Old,7.14,Short,2.53,Narrow,GRP,20000,Low-value product,CHF,Switzerland,Tenero,Lago Maggiore,665,High Views
0,pink,Sport Boat,Windy Power Boats,"Used Boat, Diesel",2001.0,Mid,8.4,Medium,2.65,Medium,GRP,123000,Mid-value product,CHF,Switzerland,Lake Constance,Marina Rheinhof ,662,High Views
